code,num_gap_segments_norm,av_gap_segment_length,gaps_len_one,gaps_len_two,gaps_len_three,gaps_len_four_plus,num_unique_gaps,num_unique_gaps_norm,avg_unique_gap_length,gaps_1seq_len1,gaps_2seq_len1,gaps_1seq_len2,gaps_2seq_len2,gaps_1seq_len3,gaps_2seq_len3,gaps_1seq_len4plus,gaps_2seq_len4plus,gaps_all_except_1_len1,gaps_all_except_1_len2,gaps_all_except_1_len3,gaps_all_except_1_len4plus,num_cols_no_gaps,num_cols_1_gap,num_cols_2_gaps,num_cols_all_gaps_except1,single_char_count,double_char_count,seq_max_len,seq_min_len
'MAFFT_b1#0061_hhT_tree_45_OP_2.450502530351305_Split_61.fasta', 54.857, 19.263, 4.943, 3.614, 3.714, 42.586, 105, 1.5, 40.962, 9, 1, 7, 1, 5, 1, 84, 13, 1, 0, 0, 0, 3, 11, 25, 810, 912, 812, 280, 107
'MAFFT_b1#0061_hhT_tree_87_OP_2.138081629728955_Split_61.fasta', 51.971, 16.561, 6.829, 3.7, 3.857, 37.586, 118, 1.686, 34.492, 8, 1, 6, 3, 7, 3, 97, 19, 0, 0, 0, 0, 5, 13, 19, 560, 1049, 550, 280, 107
'MAFFT_b1#0061_htH_tree_19_OP_2.086025278277926_Split_61.fasta', 58.957, 17.177, 5.029, 3.214, 3.714, 47.0, 103, 1.471, 44.272, 7, 1, 5, 1, 7, 0, 84, 16, 0, 0, 0, 0, 0, 4, 33, 786, 1063, 754, 280, 107
'MAFFT_b1#0061_htH_tree_3_OP_2.3303660621034012_Split_61.fasta', 54.714, 17.997, 6.357, 3.586, 1.8, 42.971, 113, 1.614, 40.699, 6, 1, 5, 0, 6, 0, 96, 17, 0, 0, 0, 0, 2, 7, 21, 720, 877, 633, 280, 107
'MAFFT_b1#0061_htH_tree_45_OP_2.450502530351305_Split_61.fasta', 54.529, 19.251, 5.229, 4.386, 2.057, 42.857, 106, 1.514, 42.623, 8, 1, 6, 1, 6, 1, 86, 15, 1, 0, 0, 0, 3, 10, 18, 798, 820, 824, 280, 107
'MAFFT_b1#0061_htH_tree_87_OP_2.138081629728955_Split_61.fasta', 50.986, 16.646, 6.743, 3.657, 4.686, 35.9, 122, 1.743, 32.59, 9, 1, 6, 3, 6, 2, 101, 22, 0, 0, 0, 0, 5, 12, 21, 539, 978, 492, 280, 107
'MAFFT_b1#0061_htT_tree_19_OP_2.086025278277926_Split_61.fasta', 58.957, 17.177, 5.029, 3.214, 3.714, 47.0, 103, 1.471, 44.272, 7, 1, 5, 1, 7, 0, 84, 16, 0, 0, 0, 0, 0, 4, 33, 786, 1063, 754, 280, 107
'MAFFT_b1#0061_htT_tree_3_OP_2.3303660621034012_Split_61.fasta', 54.714, 17.997, 6.357, 3.586, 1.8, 42.971, 113, 1.614, 40.699, 6, 1, 5, 0, 6, 0, 96, 17, 0, 0, 0, 0, 2, 7, 21, 720, 877, 633, 280, 107
'MAFFT_b1#0061_htT_tree_45_OP_2.450502530351305_Split_61.fasta', 54.529, 19.251, 5.229, 4.386, 2.057, 42.857, 106, 1.514, 42.623, 8, 1, 6, 1, 6, 1, 86, 15, 1, 0, 0, 0, 3, 10, 18, 798, 820, 824, 280, 107
'MAFFT_b1#0061_htT_tree_87_OP_2.138081629728955_Split_61.fasta', 50.986, 16.646, 6.743, 3.657, 4.686, 35.9, 122, 1.743, 32.59, 9, 1, 6, 3, 6, 2, 101, 22, 0, 0, 0, 0, 5, 12, 21, 539, 978, 492, 280, 107
'MAFFT_b1#0062_hhH_tree_55_OP_2.981723484578797_Split_62.fasta', 48.171, 18.304, 4.929, 2.743, 3.629, 36.871, 124, 1.771, 41.274, 8, 2, 7, 0, 5, 1, 104, 7, 0, 0, 0, 0, 3, 15, 13, 587, 622, 633, 280, 107
'MAFFT_b1#0062_hhT_tree_55_OP_2.981723484578797_Split_62.fasta', 48.171, 18.304, 4.929, 2.743, 3.629, 36.871, 124, 1.771, 41.274, 8, 2, 7, 0, 5, 1, 104, 7, 0, 0, 0, 0, 3, 15, 13, 587, 622, 633, 280, 107
'MAFFT_b1#0062_htH_tree_55_OP_2.981723484578797_Split_62.fasta', 46.157, 19.124, 4.0, 2.729, 2.757, 36.671, 128, 1.829, 43.57, 8, 2, 7, 0, 5, 1, 108, 4, 0, 0, 0, 0, 3, 15, 19, 569, 372, 689, 280, 107
'MAFFT_b1#0062_htT_tree_55_OP_2.981723484578797_Split_62.fasta', 46.157, 19.124, 4.0, 2.729, 2.757, 36.671, 128, 1.829, 43.57, 8, 2, 7, 0, 5, 1, 108, 4, 0, 0, 0, 0, 3, 15, 19, 569, 372, 689, 280, 107
'MAFFT_b1#0065_hhH_tree_8_OP_2.675007884014506_Split_65.fasta', 58.586, 17.303, 6.571, 3.714, 0.886, 47.414, 105, 1.5, 41.552, 8, 0, 5, 0, 5, 0, 87, 16, 0, 0, 0, 0, 4, 7, 28, 797, 1039, 646, 280, 107
'MAFFT_b1#0065_hhT_tree_8_OP_2.675007884014506_Split_65.fasta', 58.586, 17.303, 6.571, 3.714, 0.886, 47.414, 105, 1.5, 41.552, 8, 0, 5, 0, 5, 0, 87, 16, 0, 0, 0, 0, 4, 7, 28, 797, 1039, 646, 280, 107
'MAFFT_b1#0065_htH_tree_8_OP_2.675007884014506_Split_65.fasta', 58.957, 16.906, 8.486, 2.829, 2.014, 45.629, 103, 1.471, 42.398, 9, 0, 4, 1, 7, 0, 83, 16, 1, 0, 0, 0, 4, 7, 29, 782, 1081, 648, 280, 107
'MAFFT_b1#0065_htT_tree_8_OP_2.675007884014506_Split_65.fasta', 58.957, 16.906, 8.486, 2.829, 2.014, 45.629, 103, 1.471, 42.398, 9, 0, 4, 1, 7, 0, 83, 16, 1, 0, 0, 0, 4, 7, 29, 782, 1081, 648, 280, 107
'MAFFT_b1#0067_hhH_tree_61_OP_2.4621083212934276_Split_67.fasta', 53.5, 16.873, 8.071, 2.957, 1.2, 41.271, 109, 1.557, 40.578, 8, 1, 3, 0, 7, 0, 91, 12, 1, 0, 0, 0, 3, 12, 28, 637, 576, 782, 280, 107
'MAFFT_b1#0067_hhT_tree_61_OP_2.4621083212934276_Split_67.fasta', 53.5, 16.873, 8.071, 2.957, 1.2, 41.271, 109, 1.557, 40.578, 8, 1, 3, 0, 7, 0, 91, 12, 1, 0, 0, 0, 3, 12, 28, 637, 576, 782, 280, 107
'MAFFT_b1#0067_htH_tree_61_OP_2.4621083212934276_Split_67.fasta', 54.0, 16.661, 8.971, 2.557, 2.014, 40.457, 107, 1.529, 41.383, 6, 1, 3, 1, 8, 0, 90, 13, 1, 0, 0, 0, 3, 12, 25, 637, 609, 911, 280, 107
'MAFFT_b1#0067_htT_tree_61_OP_2.4621083212934276_Split_67.fasta', 54.0, 16.661, 8.971, 2.557, 2.014, 40.457, 107, 1.529, 41.383, 6, 1, 3, 1, 8, 0, 90, 13, 1, 0, 0, 0, 3, 12, 25, 637, 609, 911, 280, 107
'MSA.BALIPHY.aln.best.126014.fas', 70.543, 18.524, 10.386, 6.557, 2.8, 50.8, 124, 1.771, 53.887, 8, 3, 6, 2, 8, 1, 102, 11, 0, 0, 0, 0, 0, 9, 16, 1123, 1547, 1437, 280, 107
'MSA.MAFFT.aln.With_Names', 44.786, 19.375, 3.2, 4.629, 1.229, 35.729, 191, 2.729, 28.717, 9, 1, 6, 1, 14, 2, 162, 13, 1, 0, 0, 0, 3, 7, 28, 504, 557, 411, 280, 107
'MSA.MUSCLE.aln.best.126014.fas', 75.414, 15.55, 8.557, 4.529, 5.5, 56.829, 95, 1.357, 52.253, 7, 1, 6, 0, 4, 0, 78, 10, 0, 0, 0, 0, 1, 14, 29, 1022, 2309, 1176, 280, 107
'MSA.PRANK.aln.With_Names', 73.471, 16.778, 9.514, 5.514, 2.757, 55.686, 114, 1.629, 38.702, 13, 2, 11, 1, 6, 2, 84, 11, 1, 0, 0, 0, 4, 10, 23, 1030, 1796, 1525, 280, 107
'MUSCLE_diversified_replicate.abc.1.afa', 75.471, 15.406, 9.443, 5.457, 5.557, 55.014, 97, 1.386, 49.381, 9, 1, 4, 1, 5, 0, 79, 11, 0, 0, 0, 0, 1, 14, 27, 984, 2431, 939, 280, 107
'MUSCLE_diversified_replicate.abc.101.afa', 76.5, 15.879, 7.714, 4.557, 5.529, 58.7, 96, 1.371, 54.708, 9, 0, 5, 0, 3, 1, 79, 7, 0, 0, 0, 0, 2, 13, 28, 1081, 2377, 1248, 280, 107
'MUSCLE_diversified_replicate.abc.105.afa', 70.829, 16.515, 6.686, 6.471, 3.729, 53.943, 96, 1.371, 52.74, 6, 0, 6, 0, 5, 1, 79, 7, 0, 0, 0, 0, 0, 9, 32, 981, 2070, 1033, 280, 107
'MUSCLE_diversified_replicate.abc.109.afa', 70.057, 16.069, 9.586, 4.557, 4.614, 51.3, 100, 1.429, 47.53, 12, 2, 6, 1, 4, 0, 78, 7, 0, 0, 0, 0, 2, 11, 27, 927, 1996, 1171, 280, 107
'MUSCLE_diversified_replicate.abc.113.afa', 74.671, 14.995, 11.129, 6.443, 6.443, 50.657, 96, 1.371, 53.354, 9, 1, 6, 1, 4, 0, 77, 11, 0, 0, 0, 0, 1, 12, 29, 940, 2381, 925, 280, 107
'MUSCLE_diversified_replicate.abc.117.afa', 78.1, 15.489, 8.486, 9.0, 4.6, 56.014, 96, 1.371, 57.74, 3, 0, 5, 0, 5, 1, 83, 6, 0, 0, 0, 0, 0, 10, 31, 1072, 2624, 1359, 280, 107
'MUSCLE_diversified_replicate.abc.121.afa', 74.343, 15.465, 9.2, 9.157, 2.929, 53.057, 96, 1.371, 52.49, 7, 0, 4, 0, 7, 1, 78, 4, 0, 0, 0, 0, 0, 10, 31, 979, 2058, 1465, 280, 107
'MUSCLE_diversified_replicate.abc.125.afa', 77.314, 15.285, 10.986, 4.643, 6.414, 55.271, 91, 1.3, 52.582, 5, 2, 4, 0, 5, 0, 77, 7, 0, 0, 0, 0, 1, 12, 27, 1034, 2555, 1123, 280, 107
'MUSCLE_diversified_replicate.abc.129.afa', 76.4, 15.454, 8.714, 5.443, 3.7, 58.543, 89, 1.271, 56.64, 5, 0, 4, 1, 4, 1, 76, 9, 0, 0, 0, 0, 1, 12, 27, 1030, 2259, 1370, 280, 107
'MUSCLE_diversified_replicate.abc.13.afa', 76.271, 16.018, 8.357, 5.6, 4.671, 57.643, 94, 1.343, 53.638, 8, 0, 6, 0, 5, 0, 75, 6, 0, 0, 0, 0, 0, 10, 30, 1090, 2446, 1230, 280, 107
'MUSCLE_diversified_replicate.abc.133.afa', 74.629, 15.54, 9.314, 5.6, 5.486, 54.229, 98, 1.4, 52.01, 9, 0, 4, 0, 2, 0, 83, 10, 0, 0, 0, 0, 1, 14, 29, 996, 2186, 1179, 280, 107
'MUSCLE_diversified_replicate.abc.137.afa', 76.471, 14.917, 11.357, 6.343, 6.471, 52.3, 95, 1.357, 48.789, 6, 2, 6, 0, 4, 1, 79, 7, 0, 0, 0, 0, 2, 11, 28, 959, 2404, 1337, 280, 107
'MUSCLE_diversified_replicate.abc.141.afa', 73.7, 15.641, 8.557, 4.6, 6.429, 54.114, 101, 1.443, 46.079, 4, 2, 7, 0, 7, 0, 83, 9, 0, 0, 0, 0, 1, 12, 26, 968, 2274, 1154, 280, 107
'MUSCLE_diversified_replicate.abc.145.afa', 73.429, 15.794, 8.543, 7.2, 4.543, 53.143, 97, 1.386, 52.691, 9, 2, 5, 0, 5, 1, 78, 4, 0, 0, 0, 0, 0, 10, 31, 995, 2304, 1156, 280, 107
'MUSCLE_diversified_replicate.abc.149.afa', 75.757, 15.15, 10.386, 7.286, 5.571, 52.514, 96, 1.371, 50.552, 7, 2, 5, 0, 2, 0, 82, 8, 0, 0, 0, 0, 1, 12, 28, 970, 2171, 1578, 280, 107
'MUSCLE_diversified_replicate.abc.153.afa', 77.114, 15.207, 11.143, 3.671, 5.571, 56.729, 94, 1.343, 53.309, 6, 0, 5, 0, 4, 0, 79, 10, 0, 0, 0, 0, 1, 13, 34, 1006, 2616, 1047, 280, 107
'MUSCLE_diversified_replicate.abc.157.afa', 72.6, 15.547, 8.543, 5.486, 5.471, 53.1, 97, 1.386, 50.021, 8, 1, 5, 0, 5, 1, 79, 9, 0, 0, 0, 0, 2, 11, 29, 933, 2190, 1099, 280, 107
'MUSCLE_diversified_replicate.abc.161.afa', 73.557, 15.793, 8.386, 7.257, 5.614, 52.3, 98, 1.4, 50.551, 5, 1, 8, 0, 7, 1, 78, 4, 0, 0, 0, 0, 0, 9, 32, 998, 2425, 982, 280, 107
'MUSCLE_diversified_replicate.abc.165.afa', 70.657, 16.144, 6.557, 6.4, 4.657, 53.043, 102, 1.457, 46.922, 13, 0, 5, 0, 4, 1, 80, 6, 0, 0, 0, 0, 0, 10, 30, 945, 2164, 1045, 280, 107
'MUSCLE_diversified_replicate.abc.169.afa', 72.6, 15.919, 7.571, 7.243, 4.657, 53.129, 92, 1.314, 54.011, 7, 1, 4, 0, 5, 2, 76, 7, 0, 0, 0, 0, 0, 10, 31, 996, 2118, 1353, 280, 107
'MUSCLE_diversified_replicate.abc.17.afa', 78.971, 14.711, 12.271, 5.4, 7.186, 54.114, 94, 1.343, 51.032, 3, 1, 4, 0, 6, 0, 81, 7, 0, 0, 0, 0, 1, 14, 25, 970, 2561, 1300, 280, 107
'MUSCLE_diversified_replicate.abc.173.afa', 77.2, 15.217, 9.229, 5.486, 7.3, 55.186, 94, 1.343, 49.532, 6, 0, 4, 0, 3, 0, 81, 8, 0, 0, 0, 0, 2, 11, 30, 994, 2698, 915, 280, 107
'MUSCLE_diversified_replicate.abc.177.afa', 73.529, 15.364, 9.486, 6.329, 5.543, 52.171, 98, 1.4, 47.653, 9, 1, 6, 0, 1, 1, 82, 7, 0, 0, 0, 0, 1, 14, 28, 953, 2311, 1038, 280, 107
'MUSCLE_diversified_replicate.abc.181.afa', 73.629, 15.547, 9.486, 4.614, 6.343, 53.186, 96, 1.371, 52.552, 8, 1, 5, 0, 2, 0, 81, 9, 0, 0, 0, 0, 1, 12, 29, 958, 2190, 1046, 280, 107
'MUSCLE_diversified_replicate.abc.185.afa', 80.786, 14.999, 9.2, 9.186, 6.514, 55.886, 94, 1.343, 54.915, 4, 1, 6, 0, 7, 0, 77, 5, 0, 0, 0, 0, 0, 11, 29, 1085, 2799, 1426, 280, 107
'MUSCLE_diversified_replicate.abc.189.afa', 75.186, 15.345, 8.257, 8.186, 5.557, 53.186, 91, 1.3, 55.077, 6, 1, 4, 0, 3, 0, 78, 6, 0, 0, 0, 0, 0, 9, 31, 990, 2606, 793, 280, 107
'MUSCLE_diversified_replicate.abc.193.afa', 73.357, 15.714, 9.414, 4.657, 4.571, 54.714, 103, 1.471, 49.524, 12, 0, 5, 1, 5, 0, 81, 7, 0, 0, 0, 0, 0, 9, 37, 957, 2532, 743, 280, 107
'MUSCLE_diversified_replicate.abc.197.afa', 73.657, 15.595, 9.514, 5.443, 6.343, 52.357, 95, 1.357, 51.495, 5, 2, 5, 0, 5, 0, 80, 5, 0, 0, 0, 0, 1, 14, 29, 987, 2186, 1179, 280, 107
'MUSCLE_diversified_replicate.abc.201.afa', 70.986, 16.253, 7.5, 4.614, 5.5, 53.371, 97, 1.386, 52.299, 6, 0, 5, 0, 5, 0, 81, 8, 0, 0, 0, 0, 1, 13, 27, 960, 1947, 1181, 280, 107
'MUSCLE_diversified_replicate.abc.205.afa', 73.929, 15.592, 8.643, 5.429, 6.386, 53.471, 102, 1.457, 46.804, 9, 2, 7, 0, 3, 0, 83, 6, 0, 0, 0, 0, 1, 15, 26, 966, 2269, 1246, 280, 107
'MUSCLE_diversified_replicate.abc.209.afa', 71.957, 15.575, 8.543, 7.343, 3.7, 52.371, 98, 1.4, 49.0, 5, 1, 8, 0, 6, 1, 79, 5, 0, 0, 0, 0, 0, 10, 31, 929, 2330, 975, 280, 107
'MUSCLE_diversified_replicate.abc.21.afa', 73.771, 15.72, 7.557, 3.729, 6.471, 56.014, 94, 1.343, 49.202, 4, 1, 5, 0, 3, 0, 82, 7, 0, 0, 0, 0, 2, 11, 28, 971, 2317, 1179, 280, 107
'MUSCLE_diversified_replicate.abc.213.afa', 79.029, 14.814, 12.914, 7.4, 4.586, 54.129, 94, 1.343, 54.394, 6, 1, 3, 2, 5, 0, 80, 6, 0, 0, 0, 0, 0, 9, 32, 1013, 2697, 1164, 280, 107
'MUSCLE_diversified_replicate.abc.217.afa', 75.557, 15.653, 8.686, 7.343, 4.586, 54.943, 101, 1.443, 51.287, 8, 3, 5, 0, 5, 0, 83, 7, 0, 0, 0, 0, 1, 13, 26, 1044, 2126, 1258, 280, 107
'MUSCLE_diversified_replicate.abc.221.afa', 70.1, 16.159, 7.443, 6.5, 4.686, 51.471, 96, 1.371, 48.542, 6, 1, 5, 1, 9, 0, 76, 4, 0, 0, 0, 0, 0, 10, 31, 952, 2142, 897, 280, 107
'MUSCLE_diversified_replicate.abc.225.afa', 74.457, 14.958, 10.314, 8.243, 4.529, 51.371, 97, 1.386, 52.557, 5, 1, 6, 0, 3, 0, 83, 3, 0, 0, 0, 0, 0, 9, 31, 907, 2250, 1424, 280, 107
'MUSCLE_diversified_replicate.abc.229.afa', 74.557, 14.83, 10.229, 9.2, 4.557, 50.571, 97, 1.386, 50.093, 10, 1, 5, 0, 5, 1, 77, 6, 0, 0, 0, 0, 0, 10, 30, 914, 2379, 1026, 280, 107
'MUSCLE_diversified_replicate.abc.233.afa', 77.171, 14.782, 11.157, 10.157, 4.6, 51.257, 97, 1.386, 50.278, 4, 1, 7, 0, 7, 1, 79, 4, 0, 0, 0, 0, 0, 12, 28, 965, 2444, 1459, 280, 107
'MUSCLE_diversified_replicate.abc.237.afa', 76.457, 14.58, 13.043, 5.586, 4.629, 53.2, 95, 1.357, 51.526, 9, 0, 4, 0, 5, 0, 77, 11, 0, 0, 0, 0, 1, 14, 28, 926, 2442, 1253, 280, 107
'MUSCLE_diversified_replicate.abc.241.afa', 73.5, 16.214, 6.743, 6.429, 3.714, 56.614, 97, 1.386, 52.381, 6, 2, 5, 0, 5, 0, 81, 8, 0, 0, 0, 0, 0, 9, 30, 1041, 2119, 1487, 280, 107
'MUSCLE_diversified_replicate.abc.245.afa', 75.357, 15.841, 7.514, 9.114, 3.729, 55.0, 96, 1.371, 51.948, 5, 0, 7, 0, 6, 0, 78, 6, 0, 0, 0, 0, 0, 9, 32, 1049, 2621, 1039, 280, 107
'MUSCLE_diversified_replicate.abc.249.afa', 77.143, 14.994, 12.971, 7.386, 3.614, 53.171, 93, 1.329, 52.312, 8, 1, 5, 0, 7, 0, 73, 9, 0, 0, 0, 0, 0, 13, 29, 981, 2555, 1228, 280, 107
'MUSCLE_diversified_replicate.abc.25.afa', 75.286, 15.962, 7.557, 6.3, 3.743, 57.686, 92, 1.314, 56.359, 6, 1, 3, 0, 7, 0, 76, 7, 0, 0, 0, 0, 0, 10, 29, 1053, 2545, 1049, 280, 107
'MUSCLE_diversified_replicate.abc.253.afa', 74.3, 15.393, 7.543, 8.1, 5.557, 53.1, 95, 1.357, 54.095, 6, 0, 4, 0, 5, 1, 80, 9, 0, 0, 0, 0, 2, 11, 27, 970, 2173, 1228, 280, 107
'MUSCLE_diversified_replicate.abc.257.afa', 71.586, 15.837, 8.4, 6.386, 2.8, 54.0, 96, 1.371, 49.365, 12, 0, 5, 0, 5, 0, 74, 6, 0, 0, 0, 0, 0, 9, 33, 937, 2035, 1296, 280, 107
'MUSCLE_diversified_replicate.abc.261.afa', 74.471, 15.116, 8.329, 8.257, 2.843, 55.043, 97, 1.386, 48.196, 10, 0, 5, 0, 6, 0, 76, 6, 0, 0, 0, 0, 0, 12, 28, 920, 2359, 997, 280, 107
'MUSCLE_diversified_replicate.abc.265.afa', 76.271, 15.244, 8.443, 6.314, 5.571, 55.943, 93, 1.329, 53.548, 4, 0, 5, 0, 3, 1, 81, 7, 0, 0, 0, 0, 1, 12, 29, 1001, 2114, 1557, 280, 107
'MUSCLE_diversified_replicate.abc.269.afa', 75.629, 15.837, 10.486, 4.757, 3.686, 56.7, 97, 1.386, 54.588, 5, 1, 5, 1, 4, 1, 83, 6, 0, 0, 0, 0, 2, 11, 29, 1033, 2205, 1365, 280, 107
'MUSCLE_diversified_replicate.abc.273.afa', 72.729, 15.781, 7.457, 5.471, 4.657, 55.143, 95, 1.357, 53.821, 9, 0, 5, 0, 7, 0, 74, 9, 0, 0, 0, 0, 0, 11, 27, 967, 2114, 1246, 280, 107
'MUSCLE_diversified_replicate.abc.277.afa', 74.486, 14.979, 7.357, 9.171, 6.329, 51.629, 107, 1.529, 47.29, 8, 1, 5, 0, 4, 0, 90, 4, 0, 0, 0, 0, 0, 8, 37, 923, 2306, 1172, 280, 107
'MUSCLE_diversified_replicate.abc.281.afa', 75.443, 15.703, 10.471, 8.214, 4.657, 52.1, 91, 1.3, 55.11, 7, 1, 6, 1, 4, 1, 74, 4, 0, 0, 0, 0, 0, 9, 33, 1044, 2509, 1030, 280, 107
'MUSCLE_diversified_replicate.abc.285.afa', 74.486, 15.409, 9.4, 7.3, 4.7, 53.086, 97, 1.386, 48.186, 11, 0, 6, 0, 5, 0, 75, 7, 0, 0, 0, 0, 1, 13, 30, 950, 2186, 1489, 280, 107
'MUSCLE_diversified_replicate.abc.289.afa', 74.371, 15.405, 11.986, 4.557, 6.4, 51.429, 90, 1.286, 55.522, 6, 1, 5, 0, 3, 0, 76, 12, 0, 0, 0, 0, 2, 13, 31, 968, 2232, 1180, 280, 107
'MUSCLE_diversified_replicate.abc.29.afa', 70.871, 16.208, 5.771, 7.271, 4.657, 53.171, 95, 1.357, 51.084, 7, 1, 7, 1, 6, 1, 75, 6, 0, 0, 0, 0, 0, 9, 31, 985, 2119, 1230, 280, 107
'MUSCLE_diversified_replicate.abc.293.afa', 72.9, 15.428, 11.257, 4.557, 4.643, 52.443, 99, 1.414, 46.788, 7, 2, 4, 1, 5, 0, 83, 5, 0, 0, 0, 0, 1, 15, 29, 928, 2197, 1112, 280, 107
'MUSCLE_diversified_replicate.abc.297.afa', 76.429, 15.71, 7.7, 5.443, 6.471, 56.814, 103, 1.471, 51.456, 11, 1, 4, 0, 5, 0, 83, 6, 0, 0, 0, 0, 1, 11, 30, 1055, 2635, 921, 280, 107
'MUSCLE_diversified_replicate.abc.301.afa', 75.457, 14.892, 11.286, 7.471, 3.643, 53.057, 99, 1.414, 50.071, 9, 1, 7, 0, 5, 0, 78, 8, 0, 0, 0, 0, 0, 9, 32, 920, 2244, 1429, 280, 107
'MUSCLE_diversified_replicate.abc.305.afa', 74.357, 15.153, 12.014, 8.3, 2.814, 51.229, 101, 1.443, 47.663, 9, 0, 6, 0, 6, 1, 80, 5, 0, 0, 0, 0, 0, 10, 31, 933, 2125, 1339, 280, 107
'MUSCLE_diversified_replicate.abc.309.afa', 76.343, 15.152, 11.057, 5.471, 5.529, 54.286, 94, 1.343, 50.766, 5, 1, 5, 2, 4, 0, 80, 7, 0, 0, 0, 0, 1, 13, 30, 984, 2442, 1225, 280, 107
'MUSCLE_diversified_replicate.abc.313.afa', 72.871, 15.832, 7.7, 4.429, 5.486, 55.257, 97, 1.386, 47.309, 8, 0, 4, 0, 5, 0, 80, 6, 0, 0, 0, 0, 1, 13, 31, 991, 1945, 1367, 280, 107
'MUSCLE_diversified_replicate.abc.317.afa', 73.414, 15.552, 9.429, 5.429, 5.443, 53.114, 95, 1.357, 54.211, 9, 3, 4, 1, 5, 0, 77, 9, 0, 0, 0, 0, 2, 13, 29, 951, 2405, 876, 280, 107
'MUSCLE_diversified_replicate.abc.321.afa', 73.643, 15.517, 10.114, 7.357, 4.671, 51.5, 93, 1.329, 51.645, 6, 0, 5, 1, 4, 1, 78, 7, 0, 0, 0, 0, 0, 8, 34, 968, 2427, 921, 280, 107
'MUSCLE_diversified_replicate.abc.325.afa', 75.229, 14.937, 10.157, 7.243, 5.514, 52.314, 92, 1.314, 51.25, 6, 2, 4, 0, 4, 0, 78, 8, 0, 0, 0, 0, 1, 15, 26, 937, 2353, 1113, 280, 107
'MUSCLE_diversified_replicate.abc.329.afa', 70.957, 16.062, 6.686, 5.586, 4.629, 54.057, 97, 1.386, 51.969, 4, 1, 6, 0, 6, 0, 81, 6, 0, 0, 0, 0, 0, 11, 29, 954, 2076, 1101, 280, 107
'MUSCLE_diversified_replicate.abc.33.afa', 76.229, 14.951, 10.114, 6.543, 5.529, 54.043, 101, 1.443, 45.515, 10, 0, 7, 0, 5, 0, 79, 8, 0, 0, 0, 0, 1, 12, 28, 956, 2538, 1186, 280, 107
'MUSCLE_diversified_replicate.abc.333.afa', 74.514, 15.523, 8.686, 5.386, 6.4, 54.043, 90, 1.286, 49.4, 9, 0, 5, 0, 7, 0, 69, 4, 0, 0, 0, 0, 2, 12, 27, 973, 2370, 1111, 280, 107
'MUSCLE_diversified_replicate.abc.337.afa', 73.7, 16.088, 5.814, 8.143, 3.857, 55.886, 94, 1.343, 51.713, 8, 0, 4, 0, 6, 1, 76, 6, 0, 0, 0, 0, 0, 9, 32, 1042, 2252, 1238, 280, 107
'MUSCLE_diversified_replicate.abc.341.afa', 69.386, 16.469, 5.8, 5.443, 3.771, 54.371, 99, 1.414, 47.525, 9, 1, 7, 0, 6, 0, 77, 4, 0, 0, 0, 0, 0, 9, 30, 962, 1772, 1419, 280, 107
'MUSCLE_diversified_replicate.abc.345.afa', 73.329, 15.147, 10.114, 3.771, 6.443, 53.0, 90, 1.286, 51.489, 8, 0, 6, 0, 3, 0, 73, 10, 0, 0, 0, 0, 1, 15, 26, 908, 2173, 1221, 280, 107
'MUSCLE_diversified_replicate.abc.349.afa', 77.214, 15.227, 11.143, 8.171, 3.786, 54.114, 90, 1.286, 55.444, 6, 1, 6, 1, 4, 2, 74, 5, 0, 0, 0, 0, 0, 9, 33, 1031, 2746, 917, 280, 107
'MUSCLE_diversified_replicate.abc.353.afa', 74.5, 15.365, 10.3, 4.557, 5.5, 54.143, 100, 1.429, 45.56, 10, 2, 4, 0, 7, 0, 79, 7, 0, 0, 0, 0, 1, 13, 30, 956, 2253, 1168, 280, 107
'MUSCLE_diversified_replicate.abc.357.afa', 75.314, 15.783, 10.314, 6.586, 3.657, 54.757, 96, 1.371, 54.667, 5, 1, 6, 0, 2, 0, 83, 9, 0, 0, 0, 0, 0, 9, 32, 1026, 2247, 1535, 280, 107
'MUSCLE_diversified_replicate.abc.361.afa', 73.7, 15.858, 6.843, 7.286, 5.471, 54.1, 97, 1.386, 50.588, 10, 0, 8, 1, 4, 3, 75, 7, 0, 0, 0, 0, 0, 9, 31, 1010, 2187, 1479, 280, 107
'MUSCLE_diversified_replicate.abc.365.afa', 72.757, 15.252, 9.257, 6.414, 6.486, 50.6, 101, 1.443, 47.228, 7, 0, 6, 0, 6, 0, 82, 4, 0, 0, 0, 0, 0, 10, 34, 924, 2313, 1101, 280, 107
'MUSCLE_diversified_replicate.abc.369.afa', 73.843, 15.434, 10.257, 6.471, 5.529, 51.586, 97, 1.386, 49.66, 6, 1, 6, 1, 4, 0, 81, 7, 0, 0, 0, 0, 1, 12, 26, 933, 2159, 1471, 280, 107
'MUSCLE_diversified_replicate.abc.37.afa', 71.0, 16.433, 7.586, 4.729, 5.529, 53.157, 90, 1.286, 52.378, 4, 1, 5, 0, 4, 0, 77, 9, 0, 0, 0, 0, 0, 8, 31, 982, 2012, 1226, 280, 107
'MUSCLE_diversified_replicate.abc.373.afa', 78.186, 15.191, 11.357, 6.243, 5.529, 55.057, 96, 1.371, 50.062, 6, 1, 7, 0, 4, 1, 79, 8, 0, 0, 0, 0, 1, 14, 27, 1032, 2497, 1436, 280, 107
