code,taxa_num,constant_sites_pct,n_unique_sites,pypythia_msa_difficulty,entropy_mean,entropy_median,entropy_var,entropy_pct_25,entropy_pct_75,entropy_min,entropy_max,av_gaps,msa_len,seq_max_len,seq_min_len,total_gaps,gaps_len_one,gaps_len_two,gaps_len_three,gaps_len_three_plus,avg_unique_gap,num_unique_gaps,gaps_1seq_len1,gaps_2seq_len1,gaps_all_except_1_len1,gaps_1seq_len2,gaps_2seq_len2,gaps_all_except_1_len2,gaps_1seq_len3,gaps_2seq_len3,gaps_all_except_1_len3,gaps_1seq_len3plus,gaps_2seq_len3plus,gaps_all_except_1_len3plus,num_cols_no_gaps,num_cols_1_gap,num_cols_2_gaps,num_cols_all_gaps_except1,msa_path,sp_score,normalized_sp_score,score
CALCRL,40,0.833099579,470,-1,0.125270402,0.125270402,0.115504444,0,0,0,1.929570148,4.507230559,713,335,267,3665,1437,580,463,1185,7.427350427,117,33,3,9,16,2,2,9,0,1,59,6,4,118,77,44,345,/Users/kpolonsky/Downloads/TEST//MSAs//CALCRL_TRUE.fas,1097336.5,0.9958,0.0565
CENPI,40,0.639008621,738,-1,0.221964286,0.221964286,0.145270267,0,0.357504376,0,2.037660788,3.295280731,928,520,455,5361,2521,997,496,1347,6.073825503,149,53,8,10,24,3,5,14,3,2,58,4,4,148,174,70,306,/Users/kpolonsky/Downloads/TEST//MSAs//CENPI_TRUE.fas,1744473.5,0.9979,0.0552
NPTN,40,0.764411028,265,-1,0.140206664,0.140206664,0.112117577,0,0,0,2.132067241,3.03116604,399,275,227,1861,1100,355,37,369,3.803921569,51,21,4,10,12,1,5,2,0,0,16,1,3,144,59,14,121,/Users/kpolonsky/Downloads/TEST//MSAs//NPTN_TRUE.fas,1090983,0.9981,0.0265
HIF1A,40,0.767857143,561,-1,0.124218548,0.124218548,0.087340478,0,0,0,2.13219224,4.091778774,896,596,507,3345,1489,576,277,1003,5.75,96,43,4,13,10,0,4,5,1,3,38,1,3,298,165,46,290,/Users/kpolonsky/Downloads/TEST//MSAs//HIF1A_TRUE.fas,2349943.5,0.9988,0.0178
CDC6,40,0.738944365,507,-1,0.142981419,0.142981419,0.09056926,0,0.116906849,0,1.681277033,3.750478273,701,379,335,3659,1636,723,174,1126,6.505617978,89,32,9,13,14,4,5,12,1,0,31,5,6,147,117,45,227,/Users/kpolonsky/Downloads/TEST//MSAs//CDC6_TRUE.fas,1393276.5,0.9983,0.0344
DSE,40,0.819039451,752,-1,0.118936486,0.118936486,0.104191262,0,0,0,2.163725732,3.956353869,1166,690,549,5957,2620,831,574,1932,6.108571429,175,55,11,16,36,7,4,13,6,4,71,14,8,177,184,109,424,/Users/kpolonsky/Downloads/TEST//MSAs//DSE_TRUE.fas,2257060.5,1.0019,0.0316
HAT1,40,0.856596558,300,-1,0.074090852,0.074090852,0.055880999,0,0,0,1.848953786,6.187540558,523,328,270,1541,596,200,43,702,6.28125,32,9,4,6,4,2,2,3,0,0,16,0,9,195,61,14,199,/Users/kpolonsky/Downloads/TEST//MSAs//HAT1_TRUE.fas,1265064.5,1.0007,0.0145
ZSCAN20,40,0.728633812,1087,-1,0.165925934,0.165925934,0.12142081,0,0.121692403,0,1.970942712,3.791160221,1603,805,618,9050,3942,1762,1026,2320,8.181451613,248,70,12,21,41,8,9,23,4,2,114,14,8,224,204,127,709,/Users/kpolonsky/Downloads/TEST//MSAs//ZSCAN20_TRUE.fas,2621607,0.9981,0.0504
KAT6B,40,0.855877617,1310,-1,0.108727914,0.108727914,0.113630075,0,0,0,2.377986674,4.255724138,2484,1411,1270,10875,5412,1584,701,3178,5.990322581,310,103,10,43,62,4,8,30,1,3,115,12,17,624,384,177,917,/Users/kpolonsky/Downloads/TEST//MSAs//KAT6B_TRUE.fas,5516539,0.9984,0.0232
TXNRD1,40,0.828976035,676,-1,0.143654407,0.143654407,0.158851752,0,0,0,2.464243747,4.358870968,918,417,325,4960,1656,938,687,1679,7.327683616,177,42,5,2,36,4,5,21,2,2,78,11,4,92,99,64,413,/Users/kpolonsky/Downloads/TEST//MSAs//TXNRD1_TRUE.fas,1320172,0.9926,0.0556
FAP,40,0.789123196,575,-1,0.128969285,0.128969285,0.102152794,0,0,0,2.108897731,4.215156333,901,558,488,3774,1133,765,538,1338,6.905882353,85,33,4,17,10,2,5,6,1,6,36,7,6,276,135,46,343,/Users/kpolonsky/Downloads/TEST//MSAs//FAP_TRUE.fas,2076031,0.9984,0.0205
BOC,40,0.815315315,1134,-1,0.138958758,0.138958758,0.143442356,0,0,0,2.407803955,4.29614237,1776,836,700,9384,3482,2147,873,2882,7.305993691,317,98,9,14,44,0,12,33,7,1,142,16,9,216,215,112,775,/Users/kpolonsky/Downloads/TEST//MSAs//BOC_TRUE.fas,2692899,0.9989,0.0479
GPR155,40,0.761363636,697,-1,0.147302928,0.147302928,0.114676147,0,0,0,2.559768421,3.799544937,968,575,512,4395,1818,772,396,1409,7.168,125,36,6,11,18,5,6,16,3,2,55,5,4,228,161,83,291,/Users/kpolonsky/Downloads/TEST//MSAs//GPR155_TRUE.fas,2239761.5,0.9983,0.0169
PDE6A,40,0.811391223,759,-1,0.160784054,0.160784054,0.183658285,0,0,0,2.484089366,3.841693687,1071,611,528,5243,2422,1237,275,1309,7.110294118,136,43,6,13,19,4,4,16,2,1,58,10,4,177,171,116,407,/Users/kpolonsky/Downloads/TEST//MSAs//PDE6A_TRUE.fas,2144711.5,0.9952,0.0315
POSTN,40,0.779347826,603,-1,0.155473755,0.155473755,0.145704741,0,0,0,2.267697809,3.020122089,920,622,527,4423,2174,698,351,1200,4.586956522,92,35,8,19,19,3,6,6,6,0,32,5,7,325,129,38,250,/Users/kpolonsky/Downloads/TEST//MSAs//POSTN_TRUE.fas,2383716,0.9994,0.0243
TGFBI,40,0.77532014,633,-1,0.16408887,0.16408887,0.163669967,0,0,0,2.447301393,3.818449683,859,460,402,4412,1963,813,458,1178,6.516129032,155,49,7,9,24,0,3,15,1,0,67,2,4,147,153,55,341,/Users/kpolonsky/Downloads/TEST//MSAs//TGFBI_TRUE.fas,1568074,0.9934,0.0472
TRUB1,40,0.780082988,364,-1,0.150858235,0.150858235,0.152090193,0,0,0,2.521385502,4.041444399,482,256,203,2437,1314,239,169,715,7.234567901,81,19,1,7,11,1,1,11,1,0,40,5,0,89,67,32,210,/Users/kpolonsky/Downloads/TEST//MSAs//TRUB1_TRUE.fas,880818,0.9989,0.0362
TP53INP1,40,0.756363636,200,-1,0.127750772,0.127750772,0.092525971,0,0,0,1.889575182,3.840568272,275,198,130,1267,740,207,6,314,7.46875,32,14,1,11,5,0,3,3,0,0,10,2,2,82,39,23,115,/Users/kpolonsky/Downloads/TEST//MSAs//TP53INP1_TRUE.fas,641581.5,0.9979,0.0186
PIGU,40,0.841509434,333,-1,0.103102464,0.103102464,0.094417843,0,0,0,2.235448538,2.985074627,530,320,287,3082,1300,661,377,744,4.338028169,71,27,1,13,9,0,5,5,0,3,30,0,6,138,89,24,188,/Users/kpolonsky/Downloads/TEST//MSAs//PIGU_TRUE.fas,1202575.5,1.0048,0.0331
RSPO3,40,0.844660194,258,-1,0.093331997,0.093331997,0.076789682,0,0,0,1.875485699,5.952380952,412,263,152,1575,379,384,222,590,6.673913043,46,13,1,2,6,1,2,6,0,1,21,1,4,74,56,16,201,/Users/kpolonsky/Downloads/TEST//MSAs//RSPO3_TRUE.fas,710865.5,1.0038,0.0291
MBOAT1,40,0.74025974,482,-1,0.165566937,0.165566937,0.128978951,0,0.119246926,0,1.937457825,3.958157639,616,336,281,3083,1324,469,278,1012,7.310344828,87,25,9,7,13,3,2,8,1,2,41,6,2,114,89,52,238,/Users/kpolonsky/Downloads/TEST//MSAs//MBOAT1_TRUE.fas,1147866,0.9954,0.0314
LRP12,40,0.827935223,587,-1,0.12268253,0.12268253,0.121491751,0,0,0,2.25747232,3.405170631,988,610,539,4835,2634,655,422,1124,4.732758621,116,44,6,23,17,5,8,11,2,1,44,6,7,319,133,55,326,/Users/kpolonsky/Downloads/TEST//MSAs//LRP12_TRUE.fas,2450127,1.0001,0.0199
RBMS1,40,0.888382688,279,-1,0.072533923,0.072533923,0.072894789,0,0,0,2.081591287,3.82161235,439,291,251,1749,529,477,85,658,4.325581395,43,14,3,5,10,1,3,3,0,2,16,2,7,161,72,23,142,/Users/kpolonsky/Downloads/TEST//MSAs//RBMS1_TRUE.fas,1178897.5,0.9975,0.0113
EIF2AK3,40,0.785449146,916,-1,0.16230676,0.16230676,0.164167362,0,0,0,2.480651976,3.58844207,1347,748,672,7112,3409,1382,643,1678,7.052356021,191,49,16,10,33,6,7,15,2,2,94,7,6,251,240,107,462,/Users/kpolonsky/Downloads/TEST//MSAs//EIF2AK3_TRUE.fas,2675087,0.997,0.0288
GRB2,40,0.866396761,170,-1,0.096272167,0.096272167,0.092476721,0,0,0,1.805810039,3.426190476,247,168,125,1260,481,157,198,424,4.818181818,33,10,5,3,9,0,1,2,0,0,12,0,3,75,45,7,80,/Users/kpolonsky/Downloads/TEST//MSAs//GRB2_TRUE.fas,592631.5,0.9984,0.0222
RORA,40,0.844370861,430,-1,0.139843628,0.139843628,0.168340887,0,0,0,2.486242873,3.522685469,604,342,293,3262,1503,436,384,939,6.256097561,82,21,4,14,17,3,2,9,3,2,35,2,5,125,95,51,208,/Users/kpolonsky/Downloads/TEST//MSAs//RORA_TRUE.fas,1255356,0.9983,0.0246
OGFOD1,40,0.790556901,574,-1,0.137924239,0.137924239,0.121358594,0,0,0,2.281904191,4.526607272,826,400,316,4153,1480,860,241,1572,6.685950413,121,43,4,13,13,0,3,7,1,2,58,8,5,125,105,61,349,/Users/kpolonsky/Downloads/TEST//MSAs//OGFOD1_TRUE.fas,1301401,0.9973,0.0584
ATP1B1,40,0.780193237,316,-1,0.175656419,0.175656419,0.167684907,0,0,0,2.40655717,4.53526971,414,214,176,1928,833,243,199,653,6.58490566,53,19,5,7,7,0,1,5,1,1,22,4,3,82,34,24,147,/Users/kpolonsky/Downloads/TEST//MSAs//ATP1B1_TRUE.fas,680531.5,1.0013,0.0524
AHCYL1,40,0.860411899,230,-1,0.092580113,0.092580113,0.095596063,0,0,0,2.005928229,2.359933957,437,351,318,1817,1093,391,92,241,3.617647059,34,15,3,13,8,0,5,3,1,0,8,2,3,232,73,18,82,/Users/kpolonsky/Downloads/TEST//MSAs//AHCYL1_TRUE.fas,1476939,0.9993,0.0052
MBNL2,40,0.850515464,248,-1,0.093047133,0.093047133,0.080142637,0,0,0,1.699651234,3.857448325,388,295,222,1403,809,145,51,398,4.447368421,38,19,5,6,7,0,2,1,2,0,11,3,4,154,51,22,102,/Users/kpolonsky/Downloads/TEST//MSAs//MBNL2_TRUE.fas,1045362,1.0012,0.0108
FAF2,40,0.804621849,306,-1,0.125488631,0.125488631,0.11492319,0,0,0,2.141376926,3.221686747,476,333,262,2490,1131,504,312,543,5.955555556,45,16,4,11,6,0,5,6,0,4,17,2,2,176,65,15,148,/Users/kpolonsky/Downloads/TEST//MSAs//FAF2_TRUE.fas,1156465,1.0012,0.0264
LNX2,40,0.801970443,707,-1,0.147808721,0.147808721,0.139612837,0,0,0,2.122880122,4.201485608,1015,484,416,5385,2389,883,440,1673,8.037234043,188,51,13,9,29,5,3,17,5,0,91,6,5,121,147,74,443,/Users/kpolonsky/Downloads/TEST//MSAs//LNX2_TRUE.fas,1546251,1.0014,0.0492
PLS3,40,0.811616954,400,-1,0.121527028,0.121527028,0.108259124,0,0,0,2.325614311,3.430758017,637,440,387,2744,1062,648,325,709,4.086419753,81,39,2,9,9,0,6,8,3,7,25,1,5,228,126,37,185,/Users/kpolonsky/Downloads/TEST//MSAs//PLS3_TRUE.fas,1743384,0.9997,0.0174
PPP2R1B,40,0.805555556,553,-1,0.118626314,0.118626314,0.108818433,0,0,0,2.369491723,3.595094863,828,469,415,4322,1866,837,468,1151,4.747747748,111,39,3,11,19,2,3,12,0,4,41,4,11,200,151,36,321,/Users/kpolonsky/Downloads/TEST//MSAs//PPP2R1B_TRUE.fas,1809835,0.9945,0.0301
WEE1,40,0.801849406,525,-1,0.103795116,0.103795116,0.075775718,0,0,0,2.148604856,3.73245614,757,461,388,3648,1573,714,381,980,7.53,100,26,4,9,18,2,4,8,0,2,48,3,3,161,135,74,271,/Users/kpolonsky/Downloads/TEST//MSAs//WEE1_TRUE.fas,1788124.5,0.9988,0.0253
VWA9,40,0.866666667,464,-1,0.085758787,0.085758787,0.078370292,0,0,0,1.927115984,4.533151432,735,355,290,3665,1490,535,341,1299,6.841121495,107,30,7,7,18,4,5,8,2,2,51,6,4,131,93,26,324,/Users/kpolonsky/Downloads/TEST//MSAs//VWA9_TRUE.fas,1278218,0.9988,0.0478
RBKS,40,0.746268657,341,-1,0.162250626,0.162250626,0.141403337,0,0.116906849,0,2.282255722,3.893851813,402,245,190,1903,934,251,122,596,6.081081081,74,26,0,3,6,3,0,8,0,0,34,2,2,62,98,35,148,/Users/kpolonsky/Downloads/TEST//MSAs//RBKS_TRUE.fas,886819.5,0.9957,0.0229
CLDN1,40,0.75,193,-1,0.171198671,0.171198671,0.125480319,0,0.029226712,0,1.654290408,3.335737179,252,173,120,1248,570,152,225,301,7.676470588,34,13,3,8,1,1,0,0,1,1,20,0,1,63,53,16,84,/Users/kpolonsky/Downloads/TEST//MSAs//CLDN1_TRUE.fas,584747.5,0.9999,0.0253
FILIP1,40,0.821524064,934,-1,0.134011892,0.134011892,0.134285703,0,0,0,2.671181715,3.964445084,1496,846,752,6947,3277,1010,703,1957,5.769953052,213,77,8,18,35,2,4,20,3,5,81,13,14,303,222,102,519,/Users/kpolonsky/Downloads/TEST//MSAs//FILIP1_TRUE.fas,3143428,1.001,0.0343
TBCCD1,40,0.781865966,533,-1,0.140678997,0.140678997,0.11678035,0,0,0,2.292222993,4.189050701,761,419,320,3708,1507,787,223,1191,5.923809524,105,35,6,7,14,3,5,12,0,0,44,6,9,153,111,45,326,/Users/kpolonsky/Downloads/TEST//MSAs//TBCCD1_TRUE.fas,1449197.5,0.9997,0.0405
DYNC1I2,40,0.877192982,337,-1,0.08587634,0.08587634,0.087659038,0,0,0,2.48827554,3.19852554,570,434,397,1899,1083,208,281,327,5.706896552,58,18,2,9,12,1,1,5,1,5,23,4,2,235,108,39,100,/Users/kpolonsky/Downloads/TEST//MSAs//DYNC1I2_TRUE.fas,1869617,0.9993,0.0116
ACSL3,40,0.808564232,509,-1,0.131335534,0.131335534,0.124694747,0,0,0,2.125542989,3.068486352,794,514,455,4030,1756,1143,197,934,4.858585859,99,44,4,14,14,1,10,7,0,1,34,7,5,267,111,60,255,/Users/kpolonsky/Downloads/TEST//MSAs//ACSL3_TRUE.fas,2015869,0.9992,0.0139
APPBP2,40,0.866541353,297,-1,0.092186908,0.092186908,0.089380877,0,0,0,1.833408483,3.789274448,532,403,363,1585,719,235,192,439,4.787234043,47,20,3,8,6,0,3,3,1,2,18,0,2,249,96,18,110,/Users/kpolonsky/Downloads/TEST//MSAs//APPBP2_TRUE.fas,1720958,1.0007,0.0077
ABCB11,40,0.780989439,1222,-1,0.14607879,0.14607879,0.122874635,0,0,0,2.125108989,3.878139739,1799,981,842,9117,4018,1848,743,2508,6.74501992,251,80,15,15,32,6,6,27,4,3,112,12,4,274,279,106,644,/Users/kpolonsky/Downloads/TEST//MSAs//ABCB11_TRUE.fas,3390787.5,0.9951,0.0314
SFSWAP,40,0.818448023,940,-1,0.142914255,0.142914255,0.155805707,0,0,0,2.457940233,3.755603394,1366,675,566,7897,3515,1510,690,2182,7.088495575,226,64,14,21,29,5,4,28,3,3,105,23,2,198,161,102,516,/Users/kpolonsky/Downloads/TEST//MSAs//SFSWAP_TRUE.fas,2158424.5,0.9963,0.0487
RPE65,40,0.75,406,-1,0.154559667,0.154559667,0.120140801,0,0.029226712,0,2.138240876,3.558130979,588,399,310,2718,1314,498,148,758,6.675675676,74,24,5,13,8,3,2,6,1,0,36,7,2,177,76,57,175,/Users/kpolonsky/Downloads/TEST//MSAs//RPE65_TRUE.fas,1461488,0.9986,0.0199
RND3,40,0.875457875,167,-1,0.086249022,0.086249022,0.078371652,0,0,0,1.931725695,4.468328141,273,194,151,963,367,158,151,287,6.125,16,4,0,3,5,2,2,0,0,1,7,3,2,107,33,11,63,/Users/kpolonsky/Downloads/TEST//MSAs//RND3_TRUE.fas,744010.5,0.9992,0.0056
KIAA0368,40,0.839345839,1196,-1,0.111525652,0.111525652,0.112962732,0,0,0,2.379660569,3.905029213,2079,1271,1168,8729,4231,1427,633,2438,6.308411215,214,74,12,36,29,1,8,21,1,4,90,10,14,544,357,133,672,/Users/kpolonsky/Downloads/TEST//MSAs//KIAA0368_TRUE.fas,5068249,0.9981,0.028
NCKAP1,40,0.826128722,642,-1,0.111059582,0.111059582,0.095633453,0,0,0,2.139551275,3.394606494,1041,755,701,3634,1534,619,282,1199,4.552845528,123,55,7,19,18,0,6,10,1,5,40,7,7,411,158,74,221,/Users/kpolonsky/Downloads/TEST//MSAs//NCKAP1_TRUE.fas,3207813.5,0.9998,0.0109
RHOBTB3,40,0.8,488,-1,0.144703075,0.144703075,0.129403504,0,0,0,2.283187101,3.136440678,670,412,369,3540,1585,906,308,741,4.666666667,93,42,9,13,10,4,4,9,0,2,32,3,1,182,81,41,167,/Users/kpolonsky/Downloads/TEST//MSAs//RHOBTB3_TRUE.fas,1494649,0.9998,0.0305
PTCD2,40,0.708268331,486,-1,0.191975726,0.191975726,0.143831392,0,0.233172602,0,2.06697187,3.840707965,641,303,248,3842,1687,747,330,1078,6.551401869,107,22,1,9,21,3,1,8,1,1,56,6,3,108,80,36,307,/Users/kpolonsky/Downloads/TEST//MSAs//PTCD2_TRUE.fas,920172,0.994,0.0579
ARID4A,40,0.782520325,867,-1,0.123927483,0.123927483,0.092332007,0,0,0,1.93568585,3.440445026,1476,866,785,7640,3672,1367,594,2007,5.659340659,182,67,9,38,28,6,11,15,2,7,72,5,12,434,227,68,607,/Users/kpolonsky/Downloads/TEST//MSAs//ARID4A_TRUE.fas,3375046,0.9962,0.0279
ESRRG,40,0.883534137,302,-1,0.087196384,0.087196384,0.100285452,0,0,0,2.458652059,3.84322453,498,339,273,2022,837,388,87,710,5.127659574,47,17,2,9,10,0,2,7,1,0,13,2,8,172,71,28,169,/Users/kpolonsky/Downloads/TEST//MSAs//ESRRG_TRUE.fas,1281701.5,0.9972,0.0233
STON2,40,0.807663965,875,-1,0.146389769,0.146389769,0.145070195,0,0,0,2.314599393,3.959499935,1357,634,558,7679,3129,1583,786,2181,7.116666667,240,69,12,14,47,4,5,16,1,4,108,20,4,208,143,127,614,/Users/kpolonsky/Downloads/TEST//MSAs//STON2_TRUE.fas,2211076.5,0.9988,0.0481
NABP1,40,0.748987854,189,-1,0.128622201,0.128622201,0.085298098,0,0.058453425,0,1.713002098,3.031607263,247,145,126,1487,660,268,120,439,3.541666667,24,11,1,10,3,0,2,2,1,2,8,3,4,83,25,14,76,/Users/kpolonsky/Downloads/TEST//MSAs//NABP1_TRUE.fas,562475,0.9969,0.0228
CCNE1,40,0.762917933,473,-1,0.173991957,0.173991957,0.159311756,0,0,0,2.293860216,4.47277677,658,318,259,3306,1270,588,317,1131,7.442307692,104,30,3,3,16,4,1,11,2,0,47,6,4,69,89,56,289,/Users/kpolonsky/Downloads/TEST//MSAs//CCNE1_TRUE.fas,994323,0.9991,0.0525
EXOSC10,40,0.769611307,918,-1,0.168180129,0.168180129,0.161941259,0,0,0,2.411171248,4.26147651,1415,674,541,7450,3043,1024,707,2676,6.745689655,232,64,6,13,33,3,2,19,4,1,116,7,12,184,175,103,646,/Users/kpolonsky/Downloads/TEST//MSAs//EXOSC10_TRUE.fas,2121943.5,0.9942,0.0535
EDN1,40,0.634453782,208,-1,0.235224591,0.235224591,0.162048693,0,0.381316488,0,1.899191839,3.508488964,238,145,118,1178,588,116,81,393,4.692307692,39,10,3,4,8,1,0,6,0,0,15,0,2,57,32,18,76,/Users/kpolonsky/Downloads/TEST//MSAs//EDN1_TRUE.fas,482485,0.9962,0.0312
BRPF1,40,0.865602129,773,-1,0.098859759,0.098859759,0.099481906,0,0,0,2.269828423,4.479838057,1503,897,781,6175,2655,1126,481,1913,5.309210526,152,58,9,22,20,4,9,21,0,3,53,12,8,442,223,57,464,/Users/kpolonsky/Downloads/TEST//MSAs//BRPF1_TRUE.fas,3341970.5,0.9976,0.0278
KLC4,40,0.751458576,648,-1,0.148186846,0.148186846,0.114991238,0,0,0,2.311527671,3.82532555,857,463,362,4454,2052,638,384,1380,8.014285714,140,35,5,15,23,4,2,11,1,2,71,7,4,130,118,95,340,/Users/kpolonsky/Downloads/TEST//MSAs//KLC4_TRUE.fas,1646781.5,0.9954,0.0357
RAB27B,40,0.827751196,138,-1,0.131705577,0.131705577,0.141505491,0,0,0,2.254569056,2.279843444,209,157,143,1022,549,155,47,271,2.0625,16,9,0,8,2,1,1,4,2,1,1,1,2,109,20,10,38,/Users/kpolonsky/Downloads/TEST//MSAs//RAB27B_TRUE.fas,679742,0.9969,0.0112
CDH6,40,0.81988743,655,-1,0.129299949,0.129299949,0.122521224,0,0,0,2.312533107,3.795327755,1066,576,488,5736,2743,1071,432,1490,6.461038961,154,49,6,14,19,7,2,21,0,4,65,5,4,209,149,86,446,/Users/kpolonsky/Downloads/TEST//MSAs//CDH6_TRUE.fas,2024491,0.9953,0.0417
E2F5,40,0.753218884,362,-1,0.143989368,0.143989368,0.101343331,0,0,0,1.914905135,4.035167563,466,240,200,2417,924,376,291,826,6.3,80,24,0,3,12,0,1,9,1,2,35,4,3,78,67,25,185,/Users/kpolonsky/Downloads/TEST//MSAs//E2F5_TRUE.fas,835727.5,0.9949,0.0343
RIPK1,40,0.73807599,865,-1,0.182956891,0.182956891,0.165266252,0,0.119246926,0,2.336969005,5.199865297,1237,516,425,5939,2005,1132,802,2000,8.537117904,229,64,11,6,38,5,0,18,3,0,109,8,1,80,156,77,543,/Users/kpolonsky/Downloads/TEST//MSAs//RIPK1_TRUE.fas,1414802.5,1.0009,0.0736
DDX6,40,0.837398374,272,-1,0.069647703,0.069647703,0.041857937,0,0,0,1.592220944,4.92394015,492,333,283,1604,630,194,236,544,6.48,25,10,0,13,3,1,2,0,0,4,12,0,6,220,52,11,164,/Users/kpolonsky/Downloads/TEST//MSAs//DDX6_TRUE.fas,1346298,0.9989,0.0087
SLC38A9,40,0.761983471,429,-1,0.138673654,0.138673654,0.106858522,0,0,0,2.135961325,3.27035383,605,380,337,2911,1336,593,351,631,4.865168539,89,32,3,16,13,3,4,9,0,0,35,4,4,181,94,53,192,/Users/kpolonsky/Downloads/TEST//MSAs//SLC38A9_TRUE.fas,1513141,0.9999,0.0247
STT3A,40,0.891184573,412,-1,0.079065955,0.079065955,0.081507564,0,0,0,2.26430977,3.423838798,726,500,448,2928,1394,674,132,728,5.609375,64,29,6,19,6,2,4,1,1,2,28,6,3,287,88,30,177,/Users/kpolonsky/Downloads/TEST//MSAs//STT3A_TRUE.fas,2124918.5,0.9986,0.014
BMPR1B,40,0.862068966,443,-1,0.099211117,0.099211117,0.097330724,0,0,0,2.232786623,3.916801554,638,360,308,3089,1343,572,306,868,5.047058824,85,30,3,11,15,4,4,8,1,0,32,8,2,145,103,50,238,/Users/kpolonsky/Downloads/TEST//MSAs//BMPR1B_TRUE.fas,1391155.5,0.9993,0.0288
SCARB2,40,0.732594937,469,-1,0.179740488,0.179740488,0.135984677,0,0.117491868,0,1.876241371,4.089187538,632,370,259,3274,1541,533,393,807,5.195876289,97,33,7,9,17,1,3,12,0,3,35,9,1,131,58,27,271,/Users/kpolonsky/Downloads/TEST//MSAs//SCARB2_TRUE.fas,1038757.5,0.9966,0.0322
FYN,40,0.85428051,371,-1,0.139232696,0.139232696,0.172917936,0,0,0,2.657090781,2.706328279,549,372,319,3034,1325,708,368,633,4.626865672,67,20,2,9,18,5,3,7,0,2,22,3,6,194,93,20,147,/Users/kpolonsky/Downloads/TEST//MSAs//FYN_TRUE.fas,1372910.5,0.9988,0.0257
FIP1L1,40,0.748998665,518,-1,0.153942139,0.153942139,0.119807755,0,0.116906849,0,2.062161743,3.489193999,749,462,369,3933,2047,425,283,1178,5.607476636,107,47,6,20,14,0,3,8,1,1,38,3,9,181,121,68,285,/Users/kpolonsky/Downloads/TEST//MSAs//FIP1L1_TRUE.fas,1619284.5,0.9971,0.027
RNF144B,40,0.823255814,315,-1,0.148910756,0.148910756,0.156713354,0,0,0,2.472021128,4.126892253,430,259,180,2246,781,446,305,714,5.534482759,58,17,2,5,6,2,3,5,2,1,30,3,4,73,81,27,153,/Users/kpolonsky/Downloads/TEST//MSAs//RNF144B_TRUE.fas,728766,0.9989,0.0445
NFE2L2,40,0.813053097,558,-1,0.103788581,0.103788581,0.078593779,0,0,0,1.795499195,4.733333333,904,427,321,4365,1826,660,350,1529,7.169642857,112,35,8,10,19,3,1,9,0,2,49,5,9,141,132,69,380,/Users/kpolonsky/Downloads/TEST//MSAs//NFE2L2_TRUE.fas,1534326,1.0001,0.0395
NHS,40,0.797974414,1091,-1,0.129225009,0.129225009,0.121148826,0,0,0,2.471008162,4.166958425,1876,966,887,9140,3540,1913,901,2786,7.564516129,248,71,16,16,35,5,12,29,4,8,113,9,13,347,326,145,765,/Users/kpolonsky/Downloads/TEST//MSAs//NHS_TRUE.fas,3621028.5,0.9978,0.0304
C8A,40,0.750214592,823,-1,0.1724184,0.1724184,0.145473847,0,0,0,2.252821338,4.32994706,1165,444,352,6989,2482,1238,830,2439,7.195833333,240,51,8,6,40,2,5,28,2,0,121,12,5,81,90,78,516,/Users/kpolonsky/Downloads/TEST//MSAs//C8A_TRUE.fas,1219350.5,1.0047,0.1059
PPP2R5A,40,0.87295082,303,-1,0.066771891,0.066771891,0.054141628,0,0,0,1.821741254,2.850193715,488,343,283,2323,1203,363,298,459,4.5,44,19,2,10,3,1,4,6,0,4,16,3,5,174,73,23,121,/Users/kpolonsky/Downloads/TEST//MSAs//PPP2R5A_TRUE.fas,1405193,1.0011,0.0164
CCDC64,40,0.79374111,489,-1,0.158098034,0.158098034,0.159913092,0,0,0,2.179113636,4.249924081,703,384,324,3293,1452,457,278,1106,5,89,33,5,10,11,2,1,11,4,2,34,6,8,162,83,32,303,/Users/kpolonsky/Downloads/TEST//MSAs//CCDC64_TRUE.fas,1312036.5,0.9972,0.0321
BROX,40,0.875717017,370,-1,0.088714167,0.088714167,0.087575595,0,0,0,2.280331386,3.991082286,523,291,250,2467,1144,496,168,659,6.873239437,71,24,4,13,11,0,3,8,0,1,28,6,1,120,93,36,190,/Users/kpolonsky/Downloads/TEST//MSAs//BROX_TRUE.fas,1182445,0.9957,0.0285
AKIRIN2,40,0.8,166,-1,0.108199387,0.108199387,0.087599985,0,0,0,2.004065472,3.521097046,215,148,112,948,357,190,157,244,3.409090909,22,10,2,5,3,0,0,2,0,1,7,3,5,80,20,24,68,/Users/kpolonsky/Downloads/TEST//MSAs//AKIRIN2_TRUE.fas,583316,0.9983,0.0085
TMEM55A,40,0.838951311,184,-1,0.087494996,0.087494996,0.071575005,0,0,0,2.183523801,3.042823156,267,183,150,1261,663,232,123,243,6.090909091,33,12,1,10,6,0,1,3,0,0,12,1,1,94,48,16,72,/Users/kpolonsky/Downloads/TEST//MSAs//TMEM55A_TRUE.fas,784251.5,0.999,0.0215
WNK1,40,0.754680439,1789,-1,0.151570044,0.151570044,0.121446424,0,0,0,2.27657236,3.705505352,3098,1701,1542,15603,6818,2858,1498,4429,6.580573951,453,147,13,48,83,4,20,46,8,10,177,20,28,691,466,233,1187,/Users/kpolonsky/Downloads/TEST//MSAs//WNK1_TRUE.fas,6452822.5,0.9988,0.0302
